locus_tag,gene,producto,inicio,fin,longitud_nt,longitud_aa,strand,protein_id
b0926,mepK,"peptidoglycan L,D-endopeptidase",983074,983623,549,183,+,AAC74012.1
b0927,gloC,hydroxyacylglutathione hydrolase GloC,983649,984297,648,216,+,AAC74013.1
b0928,aspC,aspartate aminotransferase,984518,985709,1191,397,-,AAC74014.1
b0929,ompF,outer membrane porin F,985893,986982,1089,363,-,AAC74015.1
b0930,asnS,asparagine--tRNA ligase,987584,988985,1401,467,-,AAC74016.1
b0931,pncB,nicotinate phosphoribosyltransferase,989153,990356,1203,401,-,AAC74017.1
b0932,pepN,aminopeptidase N,990621,993234,2613,871,+,AAC74018.1
b0933,ssuB,aliphatic sulfonate ABC transporter ATP binding subunit,993276,994044,768,256,-,AAC74019.1
b0934,ssuC,aliphatic sulfonate ABC transporter membrane subunit,994040,994832,792,264,-,AAC74020.2
b0935,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,994842,995988,1146,382,-,AAC74021.1
b0936,ssuA,aliphatic sulfonate ABC transporter periplasmic binding protein,995984,996944,960,320,-,AAC74022.2
b0937,ssuE,NADPH-dependent FMN reductase,996936,997512,576,192,-,AAC74023.1
b0938,elfA,putative laminin-binding fimbrial subunit,997867,998407,540,180,+,AAC74024.2
b0939,elfD,putative fimbrial chaperone ElfD,998489,999191,702,234,+,AAC74025.1
b0940,elfC,putative fimbrial usher protein ElfC,999215,1001816,2601,867,+,AAC74026.1
b0941,elfG,putative fimbrial-like adhesin protein,1001806,1002877,1071,357,+,AAC74027.1
b0942,ycbU,putative fimbrial protein YcbU,1002888,1003431,543,181,+,AAC74028.1
b0943,ycbV,putative fimbrial protein YcbV,1003438,1003954,516,172,+,AAC74029.2
b0944,ycbF,putative fimbrial chaperone YcbF,1003946,1004657,711,237,+,AAC74030.2
b0945,pyrD,"dihydroorotate dehydrogenase, type 2",1004767,1005778,1011,337,+,AAC74031.1
b0946,zapC,cell division protein ZapC,1005951,1006494,543,181,+,AAC74032.2
b0947,ycbX,6-N-hydroxylaminopurine resistance protein,1006490,1007600,1110,370,-,AAC74033.1
b0948,rlmL,fused 23S rRNA m(2)G2445 methyltransferase and 23S rRNA m(7)G2069 methyltransferase,1007843,1009952,2109,703,+,AAC74034.1
b0949,uup,ATP-binding protein Uup,1009963,1011871,1908,636,+,AAC74035.1
b0950,pqiA,intermembrane transport protein PqiA,1012000,1013254,1254,418,+,AAC74036.1
b0951,pqiB,intermembrane transport protein PqiB,1013258,1014899,1641,547,+,AAC74037.1
b0952,pqiC,intermembrane transport lipoprotein PqiC,1014895,1015459,564,188,+,AAC74038.2
b0953,rmf,ribosome modulation factor,1015714,1015882,168,56,+,AAC74039.1
b0954,fabA,beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase,1015951,1016470,519,173,-,AAC74040.1
b0955,ycbZ,putative ATP-dependent protease YcbZ,1016538,1018299,1761,587,-,AAC74041.1
b0956,matP,macrodomain Ter protein,1018484,1018937,453,151,+,AAC74042.1
b0957,ompA,outer membrane protein A,1019012,1020053,1041,347,-,AAC74043.1
b0958,sulA,cell division inhibitor SulA,1020409,1020919,510,170,-,AAC74044.1
b0959,sxy,transcriptional coactivator for CRP,1021137,1021767,630,210,+,AAC74045.1
b0960,yccS,putative transporter YccS,1021729,1023883,2154,718,-,AAC74046.2
b0961,yccF,PF03733 family inner membrane protein YccF,1023901,1024348,447,149,-,AAC74047.1
b0962,helD,DNA helicase IV,1024470,1026525,2055,685,+,AAC74048.1
b0963,mgsA,methylglyoxal synthase,1026556,1027015,459,153,-,AAC74049.2
b0964,csgI,curli synthesis inhibitor,1027110,1027773,663,221,-,AAC74050.1
b0965,yccU,putative HspQ acetyl donor,1027945,1028359,414,138,+,AAC74051.2
b0966,hspQ,heat shock protein HspQ,1028403,1028721,318,106,-,AAC74052.2
b0967,rlmI,23S rRNA m(5)C1962 methyltransferase,1028778,1029969,1191,397,-,AAC74053.2
b0968,yccX,acylphosphatase,1030063,1030342,279,93,+,AAC74054.1
b0969,tusE,sulfur transfer protein TusE,1030338,1030668,330,110,-,AAC74055.2
b0970,yccA,modulator of FtsH protease,1030758,1031418,660,220,-,AAC74056.1
b0972,hyaA,hydrogenase 1 small subunit,1032138,1033257,1119,373,+,AAC74057.1
b0973,hyaB,hydrogenase 1 large subunit,1033253,1035047,1794,598,+,AAC74058.1
b0974,hyaC,hydrogenase 1 cytochrome b subunit,1035065,1035773,708,236,+,AAC74059.1
b0975,hyaD,putative hydrogenase 1 maturation protease HyaD,1035769,1036357,588,196,+,AAC74060.1
b0976,hyaE,putative HyaA chaperone,1036353,1036752,399,133,+,AAC74061.1
b0977,hyaF,protein HyaF,1036748,1037606,858,286,+,AAC74062.1
b0978,appC,cytochrome bd-II subunit 1,1037739,1039284,1545,515,+,AAC74063.1
b0979,appB,cytochrome bd-II subunit 2,1039295,1040432,1137,379,+,AAC74064.1
b4592,appX,cytochrome bd-II accessory subunit AppX,1040444,1040537,93,31,+,ABP93439.1
b0980,appA,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,1040616,1041915,1299,433,+,AAC74065.1
b0981,etk,protein-tyrosine kinase Etk,1042029,1044210,2181,727,-,AAC74066.1
b0982,etp,phosphotyrosine-protein phosphatase Etp,1044229,1044676,447,149,-,AAC74067.2
b0983,gfcE,putative exopolysaccharide export lipoprotein GfcE,1044663,1045803,1140,380,-,AAC74068.1
b0984,gfcD,putative lipoprotein GfcD,1045848,1047945,2097,699,-,AAC74069.1
b0985,gfcC,capsule biosynthesis GfcC family protein,1047944,1048691,747,249,-,AAC74070.1
b0986,gfcB,lipoprotein GfcB,1048687,1049332,645,215,-,AAC74071.1
b0987,gfcA,threonine-rich inner membrane protein GfcA,1049438,1049744,306,102,-,AAC74072.2
b4516,insA4,IS1 protein InsA,1049832,1050108,276,92,+,ABD18646.1
b0988,insB4,IS1 protein InsB,1050026,1050530,504,168,+,AAC74073.1
b0989,cspH,CspA family protein CspH,1050962,1051175,213,71,-,AAC74074.1
b0990,cspG,cold shock protein CspG,1051460,1051673,213,71,+,AAC74075.1
b4723,ymcF,protein YmcF,1051683,1051872,189,63,+,AYC08189.1
b0991,ymcE,protein YmcE,1051846,1052077,231,77,+,AAC74076.1
b4517,gnsA,putative phosphatidylethanolamine synthesis regulator GnsA,1052066,1052240,174,58,+,ABD18647.1
b0992,yccM,putative electron transport protein YccM,1052288,1053362,1074,358,-,AAC74077.1
b0993,torS,sensor histidine kinase TorS,1053433,1056178,2745,915,-,AAC74078.2
b0994,torT,periplasmic trimethylamine-N-oxide binding protein,1056260,1057289,1029,343,+,AAC74079.1
b0995,torR,DNA-binding transcriptional dual regulator TorR,1057261,1057954,693,231,-,AAC74080.1
b0996,torC,cytochrome c menaquinol dehydrogenase TorC,1058083,1059256,1173,391,+,AAC74081.1
b0997,torA,trimethylamine N-oxide reductase 1,1059255,1061802,2547,849,+,AAC74082.1
b0998,torD,trimethylamine-N-oxide reductase-specific chaperone,1061798,1062398,600,200,+,AAC74083.1
b0999,cbpM,chaperone modulator CbpM,1062549,1062855,306,102,-,AAC74084.1
b1000,cbpA,curved DNA-binding protein,1062854,1063775,921,307,-,AAC74085.1
b1001,yccE,uncharacterized protein YccE,1064035,1065292,1257,419,+,AAC74086.1
b1002,agp,glucose-1-phosphatase,1065584,1066826,1242,414,+,AAC74087.1
b1003,yccJ,PF13993 family protein YccJ,1066863,1067091,228,76,-,AAC74088.1
b1004,wrbA,NAD(P)H:quinone oxidoreductase,1067111,1067708,597,199,-,AAC74089.1
b4518,ymdF,stress-induced bacterial acidophilic repeat motifs-containing protein YmdF,1068080,1068254,174,58,+,AAC74090.2
b1006,rutG,pyrimidine:H(+) symporter,1068510,1069839,1329,443,-,AAC74091.2
b1007,rutF,FMN reductase RutF,1069859,1070354,495,165,-,AAC74092.2
b1008,rutE,putative malonic semialdehyde reductase,1070364,1070955,591,197,-,AAC74093.1
b1009,rutD,putative aminoacrylate hydrolase RutD,1070964,1071765,801,267,-,AAC74094.1
b1010,rutC,3-aminoacrylate deaminase,1071772,1072159,387,129,-,AAC74095.1
b1011,rutB,ureidoacrylate amidohydrolase,1072170,1072863,693,231,-,AAC74096.2
b1012,rutA,pyrimidine monooxygenase RutA,1072862,1074011,1149,383,-,AAC74097.1
b1013,rutR,DNA-binding transcriptional regulator RutR,1074241,1074880,639,213,+,AAC74098.1
b1014,putA,fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA,1074919,1078882,3963,1321,-,AAC74099.1
b4737,ymdG,protein YmdG,1079119,1079146,27,9,+,AYC08190.2
b1015,putP,proline:Na(+) symporter,1079304,1080813,1509,503,+,AAC74100.1
b1018,efeO,Fe(2(+)) transport system protein EfeO,1082242,1083370,1128,376,+,AAC74103.1
b1019,efeB,heme-containing peroxidase/deferrochelatase,1083375,1084647,1272,424,+,AAC74104.1
b1020,phoH,ATP-binding protein PhoH,1084991,1086056,1065,355,+,AAC74105.1
b1021,pgaD,poly-N-acetyl-D-glucosamine synthase subunit PgaD,1086105,1086519,414,138,-,AAC74106.1
b1022,pgaC,poly-N-acetyl-D-glucosamine synthase subunit PgaC,1086520,1087846,1326,442,-,AAC74107.1
b1023,pgaB,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase and beta-1,6 glycoside hydrolase",1087838,1089857,2019,673,-,AAC74108.1
b1024,pgaA,"partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine export outer membrane porin",1089865,1092289,2424,808,-,AAC74109.1
b1025,dgcT,putative diguanylate cyclase DgcT,1092875,1094234,1359,453,+,AAC74110.1
b1026,insF4,IS3 element protein InsF,1094274,1095141,867,289,-,AAC74111.1
b1027,insE4,IS3 element protein InsE,1095137,1095437,300,100,-,AAC74112.2
b1029,ycdU,uncharacterized protein YcdU,1095842,1096829,987,329,+,AAC74114.1
b1033,ghrA,glyoxylate/hydroxypyruvate reductase A,1097885,1098824,939,313,+,AAC74117.2
b1034,ycdX,zinc-binding phosphatase YcdX,1098878,1099616,738,246,+,AAC74118.1
b1035,ycdY,chaperone protein YcdY,1099639,1100194,555,185,+,AAC74119.1
b1036,ycdZ,inner membrane protein YcdZ,1100295,1100787,492,164,+,AAC74120.2
b1037,csgG,curli secretion channel,1100850,1101684,834,278,-,AAC74121.1
b1038,csgF,curli assembly component CsgF,1101710,1102127,417,139,-,AAC74122.1
b1039,csgE,curli assembly component CsgE,1102151,1102541,390,130,-,AAC74123.1
b1040,csgD,DNA-binding transcriptional dual regulator CsgD,1102545,1103196,651,217,-,AAC74124.1
b1041,csgB,"curlin, minor subunit",1103950,1104406,456,152,+,AAC74125.1
b1042,csgA,curlin,1104446,1104902,456,152,+,AAC74126.1
b1043,csgC,curlin chaperone,1104960,1105293,333,111,+,AAC74127.1
b1044,ymdA,uncharacterized protein YmdA,1105413,1105725,312,104,+,AAC74128.1
b1045,ymdB,"2'-O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity",1105819,1106353,534,178,+,AAC74129.1
b1046,clsC,cardiolipin synthase C,1106354,1107776,1422,474,+,AAC74130.2
b1047,opgC,osmoregulated periplasmic glucans (OPG) biosynthesis protein C,1107783,1108941,1158,386,-,AAC74131.1
b1048,opgG,osmoregulated periplasmic glucans biosynthesis protein G,1109334,1110870,1536,512,+,AAC74132.1
b1049,opgH,osmoregulated periplasmic glucans biosynthesis protein H,1110862,1113406,2544,848,+,AAC74133.1
b1050,yceK,DUF1375 domain-containing lipoprotein YceK,1113578,1113806,228,76,+,AAC74134.1
b1051,msyB,acidic protein MsyB,1113806,1114181,375,125,-,AAC74135.2
b1053,mdtG,efflux pump MdtG,1114263,1115490,1227,409,-,AAC74137.1
b1054,lpxL,lauroyl acyltransferase,1115661,1116582,921,307,-,AAC74138.1
b1055,trhO,tRNA U34 hydroxylase TrhO,1116806,1117859,1053,351,+,AAC74139.1
b1056,yceI,protein YceI,1117900,1118476,576,192,-,AAC74140.1
b1057,yceJ,putative cytochrome b561 YceJ,1118479,1119046,567,189,-,AAC74141.1
b1058,yceO,DUF2770 domain-containing protein YceO,1119306,1119447,141,47,-,AAC74142.1
b1059,solA,N-methyl-L-tryptophan oxidase,1119467,1120586,1119,373,-,AAC74143.1
b1060,bssS,regulator of biofilm formation,1120700,1120955,255,85,-,AAC74144.1
b1061,dinI,DNA damage-inducible protein I,1121241,1121487,246,82,-,AAC74145.1
b1062,pyrC,dihydroorotase,1121560,1122607,1047,349,-,AAC74146.1
b1063,yceB,putative lipid-binding lipoprotein YceB,1122712,1123273,561,187,-,AAC74147.1
b1064,grxB,reduced glutaredoxin 2,1123406,1124054,648,216,-,AAC74148.1
b1065,mdtH,multidrug efflux pump MdtH,1124117,1125326,1209,403,-,AAC74149.2
b1066,rimJ,ribosomal-protein-S5-alanine N-acetyltransferase,1125561,1126146,585,195,+,AAC74150.1
b1067,yceH,DUF480 domain-containing protein YceH,1126156,1126804,648,216,+,AAC74151.1
b1068,yceM,putative oxidoreductase YceM,1126805,1127729,924,308,+,AAC74152.1
b1069,murJ,lipid II flippase MurJ,1127838,1129374,1536,512,+,AAC74153.1
b1070,flgN,flagellar biosynthesis protein FlgN,1129413,1129830,417,139,-,AAC74154.1
b1071,flgM,anti-sigma factor for FliA (sigma(28)),1129834,1130128,294,98,-,AAC74155.1
b1072,flgA,flagellar basal body P-ring formation protein FlgA,1130203,1130863,660,220,-,AAC74156.1
b1073,flgB,flagellar basal-body rod protein FlgB,1131017,1131434,417,139,+,AAC74157.1
b1074,flgC,flagellar basal-body rod protein FlgC,1131437,1131842,405,135,+,AAC74158.1
b1075,flgD,"flagellar biosynthesis, initiation of hook assembly",1131853,1132549,696,232,+,AAC74159.1
b1076,flgE,flagellar hook protein FlgE,1132573,1133782,1209,403,+,AAC74160.1
b1077,flgF,flagellar basal-body rod protein FlgF,1133801,1134557,756,252,+,AAC74161.1
b1078,flgG,flagellar basal-body rod protein FlgG,1134728,1135511,783,261,+,AAC74162.1
b1079,flgH,flagellar L-ring protein,1135563,1136262,699,233,+,AAC74163.1
b1080,flgI,flagellar P-ring protein,1136273,1137371,1098,366,+,AAC74164.1
b1081,flgJ,putative peptidoglycan hydrolase FlgJ,1137370,1138312,942,314,+,AAC74165.1
b1082,flgK,flagellar hook-filament junction protein 1,1138377,1140021,1644,548,+,AAC74166.1
b1083,flgL,flagellar hook-filament junction protein 2,1140032,1140986,954,318,+,AAC74167.1
b1084,rne,ribonuclease E,1141181,1144367,3186,1062,-,AAC74168.1
b1085,yceQ,DUF2655 domain-containing protein YceQ,1144501,1144822,321,107,+,AAC74169.2
b1086,rluC,23S rRNA pseudouridine(955/2504/2580) synthase,1144939,1145899,960,320,+,AAC74170.1
b1087,yceF,m(7)GTP pyrophosphatase,1146010,1146595,585,195,-,AAC74171.2
b1088,yceD,DUF177 domain-containing protein YceD,1146793,1147315,522,174,+,AAC74172.1
b1089,rpmF,50S ribosomal subunit protein L32,1147366,1147540,174,58,+,AAC74173.1
b1090,plsX,putative phosphate acyltransferase,1147620,1148691,1071,357,+,AAC74174.2
b1091,fabH,3-oxoacyl-[acyl carrier protein] synthase 3,1148758,1149712,954,318,+,AAC74175.1
b1092,fabD,[acyl-carrier-protein] S-malonyltransferase,1149727,1150657,930,310,+,AAC74176.1
b1093,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1150669,1151404,735,245,+,AAC74177.1
b1094,acpP,acyl carrier protein,1151614,1151851,237,79,+,AAC74178.1
b1095,fabF,3-oxoacyl-[acyl carrier protein] synthase 2,1151938,1153180,1242,414,+,AAC74179.1
b1096,pabC,aminodeoxychorismate lyase,1153299,1154109,810,270,+,AAC74180.1
b1097,mltG,endolytic murein transglycosylase,1154111,1155134,1023,341,+,AAC74181.1
b1098,tmk,Tmk,1155123,1155765,642,214,+,AAC74182.1
b1099,holB,DNA polymerase III subunit delta',1155761,1156766,1005,335,+,AAC74183.1
b1100,ycfH,putative metal-dependent hydrolase YcfH,1156776,1157574,798,266,+,AAC74184.1
b1101,ptsG,glucose-specific PTS enzyme IIBC component,1157868,1159302,1434,478,+,AAC74185.1
b1102,fhuE,ferric coprogen/ferric rhodotorulic acid outer membrane transporter,1159361,1161551,2190,730,-,AAC74186.1
b1103,hinT,purine nucleoside phosphoramidase,1161884,1162244,360,120,+,AAC74187.1
b1104,ycfL,DUF1425 domain-containing protein YcfL,1162246,1162624,378,126,+,AAC74188.1
b1105,lpoB,outer membrane lipoprotein - activator of MrcB activity,1162637,1163279,642,214,+,AAC74189.1
b1106,thiK,thiamine kinase,1163259,1164084,825,275,+,AAC74190.1
b1107,nagZ,beta-N-acetylglucosaminidase,1164094,1165120,1026,342,+,AAC74191.1
b1108,ycfP,PF05728 family protein YcfP,1165142,1165685,543,181,+,AAC74192.2
b1109,ndh,NADH:quinone oxidoreductase II,1166084,1167389,1305,435,+,AAC74193.1
b1110,ycfJ,PF05433 family protein YcfJ,1167598,1168138,540,180,+,AAC74194.1
b1111,comR,DNA-binding transcriptional repressor ComR,1168199,1168832,633,211,-,AAC74195.2
b1112,bhsA,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,1169072,1169330,258,86,+,AAC74196.1
b1113,ldtC,"L,D-transpeptidase LdtC",1169411,1170374,963,321,-,AAC74197.1
b1114,mfd,transcription-repair coupling factor,1170517,1173964,3447,1149,-,AAC74198.1
b1115,ycfT,inner membrane protein YcfT,1174091,1175165,1074,358,-,AAC74199.1
b1116,lolC,lipoprotein release complex - inner membrane subunit,1175426,1176626,1200,400,+,AAC74200.1
b1117,lolD,lipoprotein release complex - ATP binding subunit,1176618,1177320,702,234,+,AAC74201.2
b1118,lolE,lipoprotein release complex - inner membrane subunit,1177319,1178564,1245,415,+,AAC74202.1
b1119,nagK,N-acetyl-D-glucosamine kinase,1178592,1179504,912,304,+,AAC74203.1
b1120,cobB,protein-lysine deacetylase/desuccinylase/lipoamidase,1179519,1180359,840,280,+,AAC74204.3
b1120,cobB,CobB-S,1179630,1180359,729,243,+,QNV50513.1
b1121,ycfZ,putative inner membrane protein YcfZ,1180478,1181267,789,263,-,AAC74205.1
b1122,ymfA,putative inner membrane protein YmfA,1181263,1181725,462,154,-,AAC74206.2
b1123,potD,spermidine preferential ABC transporter periplasmic binding protein,1181782,1182829,1047,349,-,AAC74207.1
b1124,potC,spermidine preferential ABC transporter membrane subunit PotC,1182825,1183620,795,265,-,AAC74208.1
b1125,potB,spermidine preferential ABC transporter membrane subunit PotB,1183616,1184444,828,276,-,AAC74209.1
b1126,potA,spermidine preferential ABC transporter ATP binding subunit,1184457,1185594,1137,379,-,AAC74210.1
b1127,pepT,peptidase T,1185843,1187070,1227,409,+,AAC74211.1
b1128,roxA,50S ribosomal protein L16-arginine 3-hydroxylase,1187118,1188240,1122,374,-,AAC74212.2
b1129,phoQ,sensor histidine kinase PhoQ,1188315,1189776,1461,487,-,AAC74213.1
b1130,phoP,DNA-binding transcriptional dual regulator PhoP,1189775,1190447,672,224,-,AAC74214.1
b1131,purB,adenylosuccinate lyase,1190615,1191986,1371,457,-,AAC74215.1
b1132,hflD,lysogenization regulator,1191989,1192631,642,214,-,AAC74216.1
b1133,mnmA,tRNA-specific 2-thiouridylase,1192666,1193773,1107,369,-,AAC74217.2
b1134,nudJ,phosphatase NudJ,1193826,1194288,462,154,-,AAC74218.1
b1135,rluE,23S rRNA pseudouridine(2457) synthase,1194297,1194951,654,218,-,AAC74219.2
b1136,icd,isocitrate dehydrogenase,1195122,1196373,1251,417,+,AAC74220.1
b1137,ymfD,putative SAM-dependent methyltransferase YmfD,1196866,1197532,666,222,-,AAC74221.1
b1138,ymfE,uncharacterized protein YmfE,1197532,1198237,705,235,-,AAC74222.1
b1139,lit,cell death peptidase Lit,1198694,1199588,894,298,+,AAC74223.1
b1140,intE,putative integrase,1199678,1200806,1128,376,-,AAC74224.1
b1141,xisE,putative excisionase,1200786,1201032,246,82,-,AAC74225.1
b1142,ymfH,putative protein YmfH,1201068,1201380,312,104,-,AYC08191.1
b1143,ymfI,uncharacterized protein YmfI,1201496,1201838,342,114,+,AAC74227.2
b1144,ymfJ,uncharacterized protein YmfJ,1201775,1202084,309,103,-,AAC74228.2
b1145,ymfK,putative repressor protein YmfK,1202258,1202933,675,225,-,AAC74229.1
b1146,ymfT,putative DNA-binding transcriptional regulator YmfT,1203023,1203224,201,67,+,AAC74230.2
b1147,ymfL,uncharacterized protein YmfL,1203267,1203825,558,186,+,AAC74231.2
b1148,ymfM,cell division inhibitor YmfM,1203821,1204160,339,113,+,AAC74232.1
b1149,ymfN,chimeric replication protein/phage terminase YmfN,1204169,1205537,1368,456,+,AYC08192.1
b1150,ymfR,IPR020297 domain-containing protein YmfR,1205548,1205731,183,61,+,AAC74234.1
b1151,beeE,protein BeeE,1205730,1206204,474,158,+,AYC08193.1
b1153,ymfQ,DUF2313 domain-containing protein YmfQ,1206912,1207497,585,195,+,AAC74237.1
b1154,ycfK,protein StfP,1207500,1208130,630,210,+,AAC74238.1
b1155,tfaP,putative tail fiber assembly protein TfaP,1208131,1208545,414,138,+,AAC74239.1
b1156,tfaE,putative tail fiber assembly protein TfaE,1208516,1209119,603,201,-,AAC74240.1
b1158,pinE,site-specific DNA recombinase,1209684,1210239,555,185,+,AAC74242.1
b1159,mcrA,Type IV methyl-directed restriction enzyme EcoKMcrA,1210345,1211179,834,278,+,AAC74243.1
b1160,iraM,anti-adaptor protein IraM,1211679,1212003,324,108,-,AAC74244.1
b4738,ymgK,protein YmgK,1212259,1212304,45,15,-,AYC08194.1
b4739,ymgL,protein YmgL,1212539,1212650,111,37,-,AYC08195.1
b1161,ycgX,DUF1398 domain-containing protein YcgX,1212702,1213107,405,135,-,AAC74245.1
b1162,bluR,DNA-binding transcriptional repressor BluR,1213327,1214059,732,244,-,AAC74246.1
b1163,bluF,blue light- and temperature-regulated antirepressor BluF,1214263,1215475,1212,404,-,AAC74247.1
b1164,ycgZ,putative two-component system connector protein YcgZ,1215788,1216025,237,79,+,AAC74248.1
