tipo,inicio,fin,longitud,strand,producto,locus_tag,gc_content,protein_id
CDS,1491961,1492129,168,-,putative regulatory protein MokB,b1420,51.19047619047619,AAC74502.1
CDS,1492469,1494110,1641,+,methyl-accepting chemotaxis protein Trg,b1421,51.24923826934796,AAC74503.1
CDS,1494147,1495071,924,-,DNA-binding transcriptional dual regulator YdcI,b1422,50.541125541125545,AAC74504.2
CDS,1495287,1496631,1344,+,DUF1338 domain-containing protein YdcJ,b1423,52.67857142857143,AAC74505.1
CDS,1496855,1498511,1656,+,glucans biosynthesis protein D,b1424,50.78502415458937,AAC74506.3
CDS,1498650,1498875,225,+,DUF465 domain-containing protein YdcH,b1426,41.333333333333336,AAC74508.2
CDS,1498937,1499477,540,+,ribosomal-protein-L12-serine N-acetyltransferase,b1427,43.333333333333336,AAC74509.1
CDS,1499468,1500449,981,-,putative acyltransferase YdcK,b1428,48.41997961264016,AAC74510.1
CDS,1500572,1501565,993,+,tellurite resistance protein,b1429,53.17220543806647,AAC74511.1
CDS,1501561,1502155,594,+,tellurite methyltransferase,b1430,45.95959595959596,AAC74512.1
CDS,1502456,1503125,669,+,DUF3313 domain-containing lipoprotein YdcL,b1431,44.69357249626308,AAC74513.1
CDS,1503656,1504865,1209,+,putative RNA-guided DNA endonuclease InsQ,b1432,51.44747725392887,AAC74514.3
CDS,1504904,1506080,1176,-,putative transport protein YdcO,b1433,52.976190476190474,AAC74515.2
CDS,1506171,1506708,537,+,DNA-binding transcriptional dual regulator SutR,b1434,49.34823091247672,AAC74516.1
CDS,1506780,1508742,1962,+,23S rRNA 5-hydroxycytidine C2501 synthase,b1435,51.07033639143731,AAC74517.2
CDS,1508833,1509064,231,-,DUF2554 domain-containing protein YncJ,b1436,48.917748917748916,AAC74518.1
CDS,1509285,1509462,177,+,mRNA interferase toxin HicA,b4532,49.152542372881356,AAC74519.2
CDS,1509507,1509924,417,+,antitoxin of the HicA-HicB toxin-antitoxin system/ DNA-binding transcriptional repressor HicB,b1438,45.563549160671464,AAC74520.2
CDS,1510002,1511409,1407,+,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR,b1439,51.385927505330486,AAC74521.1
CDS,1511653,1512799,1146,+,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase,b1440,52.79232111692844,AAC74522.1
CDS,1512816,1513830,1014,+,putative ABC transporter ATP-binding protein YdcT,b1441,54.437869822485204,AAC74523.1
CDS,1513830,1514772,942,+,putative ABC transporter membrane subunit YdcU,b1442,52.9723991507431,AAC74524.1
CDS,1514761,1515556,795,+,putative ABC transporter membrane subunit YdcV,b1443,53.9622641509434,AAC74525.1
CDS,1515577,1517002,1425,+,gamma-aminobutyraldehyde dehydrogenase,b1444,53.19298245614035,AAC74526.1
CDS,1517098,1517194,96,-,uncharacterized protein YncL,b4598,33.33333333333333,ABP93444.1
CDS,1517388,1517562,174,+,orphan toxin OrtT,b1445,44.827586206896555,AAC74527.2
CDS,1517647,1517881,234,+,DUF2526 domain-containing protein YdcY,b1446,54.27350427350427,AAC74528.1
CDS,1517881,1518331,450,-,putative transport protein YdcZ,b1447,51.77777777777778,AAC74529.1
CDS,1518327,1518846,519,-,L-amino acid N-acyltransferase,b1448,53.179190751445084,AAC74530.1
CDS,1519026,1520064,1038,+,NADPH-dependent curcumin/dihydrocurcumin reductase,b1449,52.312138728323696,AAC74531.4
CDS,1520261,1520927,666,+,DNA-binding transcriptional dual regulator McbR,b1450,43.69369369369369,AAC74532.2
CDS,1520962,1523065,2103,-,pyrroloquinoline quinone outer membrane transporter,b1451,51.06990014265336,AAC74533.1
CDS,1523306,1524368,1062,+,PQQ-like domain-containing protein YncE,b1452,50.65913370998116,AAC74534.1
CDS,1524480,1525980,1500,-,L-asparagine transporter,b1453,52.0,AAC74535.2
CDS,1526246,1526864,618,+,putative glutathione S-transferase YncG,b1454,47.41100323624595,AAC74536.1
CDS,1526939,1527152,213,+,DUF5445 domain-containing protein YncH,b1455,31.455399061032864,AAC74537.1
CDS,1529921,1530404,483,+,uncharacterized protein YdcD,b1457,27.32919254658385,AAC74539.1
CDS,1530318,1530504,186,-,protein YncO,b4745,31.72043010752688,AYC08208.1
CDS,1531815,1532952,1137,+,H repeat-associated putative transposase YdcC,b1460,41.77660510114336,AAC74542.1
CDS,1533051,1533285,234,+,tautomerase PptA,b1461,43.162393162393165,AAC74543.1
CDS,1533281,1533851,570,-,flavin reductase-like protein YddH,b1462,51.2280701754386,AAC74544.2
CDS,1534023,1534869,846,+,arylamine N-acetyltransferase,b1463,51.41843971631206,AAC74545.1
CDS,1534964,1535858,894,-,PF02567 family protein YddE,b1464,52.013422818791945,AAC74546.1
CDS,1535936,1536617,681,-,nitrate reductase Z subunit gamma,b1465,52.71659324522761,AAC74547.1
CDS,1536613,1537309,696,-,"NarW, putative private chaperone for NarZ nitrate reductase subunit",b1466,56.32183908045977,AAC74548.1
CDS,1537308,1538853,1545,-,nitrate reductase Z subunit beta,b1467,54.3042071197411,AAC74549.1
CDS,1538849,1542590,3741,-,nitrate reductase Z subunit alpha,b1468,55.03875968992248,AAC74550.1
CDS,1542671,1544060,1389,-,nitrate/nitrite transporter NarU,b1469,48.95608351331893,AAD13433.1
CDS,1544757,1545714,957,-,leucine-rich repeat domain-containing protein YddK,b1471,32.18390804597701,AYC08209.1
CDS,1545737,1546028,291,-,putative uncharacterized protein YddL,b1472,41.92439862542955,AYC08210.1
CDS,1546287,1547169,882,-,amino acid exporter YddG,b1473,49.65986394557823,AAD13437.3
CDS,1547400,1550448,3048,+,formate dehydrogenase N subunit alpha,b1474,54.166666666666664,AAD13438.1
CDS,1550460,1551345,885,+,formate dehydrogenase N subunit beta,b1475,55.028248587570616,AAD13439.1
CDS,1551337,1551991,654,+,formate dehydrogenase N subunit gamma,b1476,49.69418960244648,AAD13440.1
CDS,1552397,1552682,285,-,DNA-binding transcriptional regulator YddM,b1477,51.2280701754386,AAD13441.2
CDS,1552827,1553838,1011,-,ethanol dehydrogenase/alcohol dehydrogenase,b1478,52.42334322453017,AAC74551.2
CDS,1553971,1555669,1698,-,malate dehydrogenase (oxaloacetate-decarboxylating),b1479,52.00235571260306,AAC74552.2
CDS,1555825,1555963,138,-,ribosome-associated protein Sra,b1480,44.20289855072464,AAC74553.1
CDS,1556064,1556280,216,-,biofilm-dependent modulation protein,b1481,45.370370370370374,AAC74554.2
CDS,1556624,1557056,432,+,osmotically inducible peroxiredoxin OsmC,b1482,50.0,AAC74555.1
CDS,1557111,1558038,927,-,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF",b1483,54.58468176914779,AAC74556.1
CDS,1558030,1559017,987,-,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD",b1484,54.1033434650456,AAC74557.1
CDS,1559013,1559910,897,-,"putative D,D-dipeptide ABC transporter membrane subunit DdpC",b1485,53.06577480490524,AAC74558.1
CDS,1559906,1560929,1023,-,"putative D,D-dipeptide ABC transporter membrane subunit DdpB",b1486,54.936461388074285,AAC74559.1
CDS,1560930,1562481,1551,-,"putative D,D-dipeptide ABC transporter periplasmic binding protein",b1487,50.35460992907801,AAC74560.1
CDS,1562494,1563076,582,-,D-alanyl-D-alanine dipeptidase,b1488,52.92096219931272,AAC74561.1
CDS,1563333,1565733,2400,-,oxygen-sensing c-di-GMP phosphodiesterase DosP,b1489,50.208333333333336,AAC74562.2
CDS,1565757,1567140,1383,-,diguanylate cyclase DosC,b1490,44.39624005784527,AAC74563.3
CDS,1567177,1567219,42,-,protein YddY,b4746,45.23809523809524,AYC08211.1
CDS,1567503,1568823,1320,-,divisome localized glycosyl hydrolase,b1491,52.348484848484844,AAC74564.1
CDS,1568953,1570489,1536,-,L-glutamate:4-aminobutyrate antiporter,b1492,48.11197916666667,AAC74565.1
CDS,1570644,1572045,1401,-,glutamate decarboxylase B,b1493,53.319057815845824,AAC74566.1
CDS,1572406,1575202,2796,-,periplasmic metalloprotease,b1494,46.638054363376256,AAC74567.1
CDS,1575246,1577619,2373,-,putative TonB-dependent receptor YddB,b1495,45.9755583649389,AAC74568.1
CDS,1577656,1579342,1686,-,ABC transporter family protein YddA,b1496,43.65361803084223,AAC74569.1
CDS,1579544,1579667,123,+,protein YneP,b4747,38.21138211382114,AYC08212.1
CDS,1579632,1580790,1158,-,putative anaerobic sulfatase maturation enzyme YdeM,b1497,38.68739205526771,AAC74570.2
CDS,1580841,1582524,1683,-,putative sulfatase YdeN,b1498,44.08793820558527,AAC74571.2
CDS,1582925,1583687,762,-,DNA-binding transcriptional dual regulator YdeO,b1499,39.501312335958005,AAC74572.1
CDS,1583761,1583959,198,-,two-component system connector SafA,b1500,37.37373737373738,AAC74573.1
CDS,1584206,1586486,2280,-,putative oxidoreductase YdeP,b1501,50.307017543859644,AAC74574.1
CDS,1586819,1587734,915,-,putative fimbrial adhesin protein YdeQ,b1502,44.69945355191257,AAC74575.1
CDS,1587792,1588296,504,-,putative fimbrial protein YdeR,b1503,44.84126984126984,AAC74576.1
CDS,1588308,1588839,531,-,putative fimbrial protein YdeS,b1504,44.8210922787194,AAC74577.1
CDS,1588852,1590001,1149,-,fimbrial usher domain-containing protein YdeT,b1505,44.56048738033072,AYC08213.1
CDS,1590853,1592176,1323,-,serine/threonine-protein kinase toxin HipA,b1507,48.07256235827664,AAC74580.1
CDS,1592175,1592442,267,-,antitoxin/DNA-binding transcriptional repressor HipB,b1508,44.569288389513105,AAC74581.1
CDS,1598616,1600209,1593,-,autoinducer-2 kinase,b1511,52.2284996861268,AAC74584.1
CDS,1600287,1601241,954,-,DNA-binding transcriptional repressor LsrR,b1512,50.73375262054507,AAC74585.1
CDS,1601489,1603025,1536,+,Autoinducer-2 ABC transporter ATP binding subunit,b1513,53.3203125,AAC74586.1
CDS,1603018,1604047,1029,+,Autoinducer-2 ABC transporter membrane subunit LsrC,b1514,53.74149659863946,AAC74587.1
CDS,1604046,1605039,993,+,Autoinducer-2 ABC transporter membrane subunit LsrD,b1515,53.272910372608266,AAC74588.1
CDS,1605050,1606073,1023,+,Autoinducer-2 ABC transporter periplasmic binding protein,b1516,49.65786901270772,AAC74589.1
CDS,1606099,1606975,876,+,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",b1517,49.65753424657534,AAC74590.1
CDS,1606998,1607289,291,+,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase",b1518,46.391752577319586,AAC74591.1
CDS,1607345,1608104,759,+,trans-aconitate 2-methyltransferase,b1519,53.8866930171278,AAC74592.1
CDS,1608107,1609022,915,-,PF01062 family inner membrane protein YneE,b1520,47.978142076502735,AAC74593.2
CDS,1609228,1610680,1452,-,tagaturonate reductase,b1521,51.997245179063356,AAT48131.1
CDS,1610906,1611854,948,-,putative diguanylate cyclase DgcF,b1522,50.42194092827004,AAC74595.1
CDS,1611965,1612325,360,-,DUF4186 domain-containing protein YneG,b1523,52.77777777777778,AAC74596.1
CDS,1612324,1613251,927,-,glutaminase 2,b1524,51.995685005393746,AAC74597.1
CDS,1613314,1614703,1389,-,succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad,b1525,53.05975521958244,AAC74598.2
CDS,1614803,1615685,882,+,putrescine utilization regulator PtrR,b1526,53.51473922902494,AAC74599.1
CDS,1615762,1616878,1116,+,protein YneK,b1527,39.784946236559136,AAC74600.1
CDS,1617027,1618218,1191,+,putative exporter YdeA,b1528,51.30142737195634,AAC74601.1
CDS,1618242,1618908,666,-,inner membrane protein MarC,b1529,51.051051051051054,AAC74602.1
CDS,1619119,1619554,435,+,DNA-binding transcriptional repressor MarR,b1530,49.42528735632184,AAC74603.2
CDS,1619573,1619957,384,+,DNA-binding transcriptional dual regulator MarA,b1531,45.83333333333333,AAC74604.2
CDS,1619988,1620207,219,+,multiple antibiotic resistance protein MarB,b1532,50.2283105022831,AAC74605.1
CDS,1620237,1621137,900,-,cysteine/O-acetylserine exporter EamA,b1533,49.77777777777778,AAC74606.2
CDS,1621331,1622519,1188,+,dipeptide exporter,b1534,49.831649831649834,AAC74607.1
CDS,1622645,1622741,96,+,small protein MgtS,b4599,38.54166666666667,ABP93445.1
CDS,1622740,1622845,105,+,protein MgtT,b4775,49.523809523809526,QNV50528.1
CDS,1622959,1623850,891,-,diguanylate cyclase DgcZ,b1535,44.89337822671156,AAC74608.1
CDS,1624104,1624497,393,-,BOF family protein YdeI,b1536,47.58269720101781,AAC74609.1
CDS,1624772,1625291,519,+,PF02464 family protein YdeJ,b1537,49.32562620423892,AAC74610.1
CDS,1625334,1627380,2046,-,peptidyl-dipeptidase Dcp,b1538,49.951124144672534,AAC74611.1
CDS,1627516,1628263,747,+,3-hydroxy acid dehydrogenase YdfG,b1539,50.602409638554214,AAC74612.1
CDS,1628351,1629038,687,+,DNA-binding transcriptional repressor RspR,b1540,50.072780203784575,AAC74613.1
CDS,1629214,1629418,204,+,putative selenoprotein YdfZ,b1541,51.9607843137255,AAC74614.1
CDS,1629452,1630913,1461,-,putative oxidoreductase YdfI,b1542,49.48665297741273,AAC74615.1
CDS,1631001,1632285,1284,-,putative transporter YdfJ,b1543,46.96261682242991,AYC08214.1
CDS,1632889,1633003,114,+,protein YnfT,b4748,34.21052631578947,AYC08215.1
CDS,1633071,1633305,234,+,cold shock protein YdfK,b1544,35.47008547008547,AAC74617.2
CDS,1633621,1634212,591,+,putative recombinase PinQ,b1545,44.83925549915397,AAC74618.1
CDS,1634309,1634885,576,-,putative tail fiber assembly protein TfaQ,b1546,48.26388888888889,AAC74619.1
CDS,1634884,1635847,963,-,putative prophage side tail fiber protein StfQ,b1547,52.64797507788161,AAC74620.1
CDS,1635797,1636367,570,-,putative prophage DNA-packaging protein NohA,b1548,53.68421052631579,AYC08216.1
CDS,1636755,1636989,234,+,DUF3950 domain-containing protein YnfO,b4533,44.44444444444444,ABD18667.1
CDS,1637046,1637457,411,+,DUF1398 domain-containing protein YdfO,b1549,31.630170316301705,AAC74622.2
CDS,1637608,1637782,174,-,protein GnsB,b1550,29.88505747126437,AAC74623.2
CDS,1637953,1638109,156,-,protein YnfN,b1551,43.58974358974359,AAC74624.2
CDS,1638187,1638253,66,-,protein YnfR,b4749,43.93939393939394,AYC08217.1
CDS,1638255,1638444,189,-,protein YnfQ,b4724,33.86243386243386,AYC08218.1
CDS,1638454,1638667,213,-,cold shock-like protein CspI,b1552,40.375586854460096,AAC74625.1
CDS,1639029,1639527,498,-,DUF2514 domain-containing protein RzpQ,b1553,45.78313253012048,AAC74626.1
CDS,1639079,1639334,255,-,putative lipoprotein RzoQ,b4689,49.411764705882355,ACO59993.1
CDS,1639523,1640057,534,-,putative lysozyme,b1554,50.56179775280899,AAC74627.1
CDS,1640053,1640365,312,-,protein YdfR,b1555,43.58974358974359,AAC74628.1
CDS,1640369,1640585,216,-,putative prophage lysis protein EssQ,b1556,46.2962962962963,AAC74629.2
CDS,1640804,1640975,171,+,putative zinc-binding protein YnfU,b4776,40.35087719298245,QNV50529.1
CDS,1641338,1641554,216,-,cold shock-like protein CspB,b1557,35.18518518518518,AAC74630.1
CDS,1641854,1642067,213,+,cold shock-like protein CspF,b1558,48.35680751173709,AAC74631.1
CDS,1642121,1642211,90,+,protein YnfS,b4750,37.77777777777778,AYC08219.1
CDS,1642488,1643241,753,-,putative antitermination protein Q,b1559,47.941567065073045,AAC74632.2
CDS,1643254,1644304,1050,-,protein YdfU,b1560,52.19047619047619,AAC74633.4
CDS,1644650,1644902,252,-,protein Rem,b1561,40.476190476190474,AAC74634.1
CDS,1645118,1645274,156,-,toxic protein HokD,b1562,51.92307692307693,AAC74635.1
CDS,1645345,1645633,288,-,mRNA interferase toxin RelE,b1563,46.875,AAC74636.1
CDS,1645632,1645872,240,-,antitoxin/DNA-binding transcriptional repressor RelB,b1564,47.083333333333336,AAC74637.1
CDS,1645896,1646202,306,+,protein YdfV,b1565,46.07843137254902,AAC74638.1
CDS,1646404,1646737,333,+,PF14282 family protein FlxA,b1566,42.94294294294294,AAC74639.1
CDS,1647173,1647323,150,-,protein YdfW,b1567,43.333333333333336,AYC08220.1
CDS,1647345,1647636,291,-,protein YdfX,b1568,50.51546391752577,AYC08221.1
CDS,1647619,1647850,231,-,putative DNA-binding transcriptional regulator DicC,b1569,46.75324675324675,AAC74642.1
CDS,1647933,1648341,408,+,DNA-binding transcriptional dual regulator DicA,b1570,43.627450980392155,AAC74643.1
CDS,1648507,1648663,156,+,DUF1391 domain-containing protein YdfA,b1571,48.07692307692308,AAC74644.1
CDS,1648664,1648793,129,+,uncharacterized protein YdfB,b1572,46.51162790697674,AAC74645.2
CDS,1648822,1649041,219,+,uncharacterized protein YdfC,b1573,47.94520547945205,AAC74646.1
CDS,1649608,1649797,189,+,cell division inhibition protein DicB,b1575,35.978835978835974,AAC74647.1
CDS,1649793,1649985,192,+,lysis protein,b1576,43.22916666666667,AAC74648.1
CDS,1652727,1652838,111,-,protein YnfP,b4534,42.34234234234234,AYC08222.1
CDS,1652895,1653915,1020,-,putative zinc-binding dehydrogenase RspB,b1580,44.90196078431373,AAC74652.1
CDS,1653926,1655141,1215,-,mandelate racemase/muconate lactonizing enzyme family protein RspA,b1581,50.699588477366255,AAC74653.1
CDS,1655346,1655673,327,-,putative transporter YnfA,b1582,51.681957186544345,AAC74654.1
CDS,1655807,1656149,342,+,DUF1283 domain-containing protein YnfB,b1583,51.16959064327485,AAC74655.1
CDS,1656183,1656744,561,+,spermidine N-acetyltransferase,b1584,46.88057040998218,AAC74656.1
CDS,1656746,1657457,711,-,PF06788 family lipoprotein YnfC,b1585,43.741209563994374,AAC74657.2
CDS,1657564,1657870,306,+,DUF1161 domain-containing protein YnfD,b1586,56.209150326797385,AAC74658.2
CDS,1658068,1660495,2427,+,putative selenate reductase YnfE,b1587,50.762257931602804,AAC74659.1
CDS,1660555,1662979,2424,+,putative selenate reductase YnfF,b1588,51.1963696369637,AAC74660.4
CDS,1662989,1663607,618,+,putative oxidoreductase YnfG,b1589,52.9126213592233,AAC74661.1
CDS,1663608,1664463,855,+,putative menaquinol dehydrogenase,b1590,52.63157894736842,AAC74662.1
CDS,1664505,1665120,615,+,redox enzyme maturation protein DmsD,b1591,53.333333333333336,AAC74663.2
CDS,1665314,1666571,1257,+,putative chloride:H(+) antiporter ClcB,b1592,54.25616547334925,AAC74664.2
CDS,1666523,1667219,696,-,dethiobiotin synthetase BidA,b1593,52.1551724137931,AAC74665.2
CDS,1667343,1668564,1221,-,DNA-binding transcriptional repressor Mlc,b1594,52.25225225225225,AAC74666.1
CDS,1668698,1669592,894,-,putative DNA-binding transcriptional regulator YnfL,b1595,52.68456375838926,AAC74667.1
CDS,1669698,1670952,1254,+,putative transporter YnfM,b1596,52.95055821371611,AAC74668.1
CDS,1671375,1671684,309,+,periplasmic chaperone Asr,b1597,51.1326860841424,AAC74669.2
CDS,1671776,1671860,84,+,uncharacterized protein YdgU,b4601,42.857142857142854,ABP93446.1
CDS,1671959,1672781,822,+,putative serine protease YdgD,b1598,52.06812652068127,AAC74670.1
CDS,1672819,1673149,330,-,multidrug/spermidine efflux pump membrane subunit MdtI,b1599,51.515151515151516,AAC74671.1
CDS,1673135,1673501,366,-,multidrug/spermidine efflux pump membrane subunit MdtJ,b1600,42.349726775956285,AAC74672.1
CDS,1673607,1673709,102,-,protein MdtU,b4777,46.07843137254902,QNV50530.1
CDS,1673912,1674947,1035,+,autoinducer 2 exporter,b1601,50.24154589371981,AAC74673.1
CDS,1674971,1676360,1389,-,pyridine nucleotide transhydrogenase subunit beta,b1602,52.627789776817856,AAC74674.1
CDS,1676370,1677903,1533,-,pyridine nucleotide transhydrogenase subunit alpha,b1603,52.44618395303326,AAC74675.1
CDS,1678426,1679371,945,+,DUF1471 domain-containing protein YdgH,b1604,51.11111111111111,AAC74676.1
CDS,1679556,1680939,1383,+,putative arginine:ornithine antiporter,b1605,53.50686912509038,AAC74677.1
CDS,1680975,1681698,723,+,dihydromonapterin reductase,b1606,50.89903181189488,AAC74678.1
CDS,1681694,1682030,336,-,GlpM family protein,b1607,47.32142857142857,AAC74679.1
CDS,1682158,1682878,720,+,DNA-binding transcriptional regulator RstA,b1608,49.30555555555556,AAC74680.2
CDS,1682881,1684183,1302,+,sensor histidine kinase RstB,b1609,50.69124423963134,AAC74681.1
CDS,1684258,1685188,930,+,DNA replication terminus site-binding protein,b1610,50.752688172043015,AAC74682.1
CDS,1685184,1686588,1404,-,fumarase C,b1611,53.774928774928775,AAC74683.1
CDS,1686730,1688377,1647,-,fumarase A,b1612,51.54826958105647,AAC74684.1
CDS,1688575,1689751,1176,+,mannose-6-phosphate isomerase,b1613,50.76530612244898,AAC74685.1
CDS,1689851,1691360,1509,+,DUF945 domain-containing protein YdgA,b1614,49.039098740888,AAC74686.1
CDS,1691585,1692851,1266,-,outer membrane porin family protein UidC,b1615,47.1563981042654,AAC74687.2
